timestamp,portfolio_result,portfolio_http,portfolio_time,ha_result,ha_http,ha_time,quneva_result,quneva_http,quneva_time,ai_result,ai_http,ai_time,qstatus_result,qstatus_http,qstatus_time,finance_result,finance_http,finance_time
2026-07-12T15:27:04Z,up,200,0.195012,up,200,8.061137,up,200,0.150942,up,200,0.198733,up,200,0.114720,,,
2026-07-12T16:28:46Z,up,200,0.144677,up,200,0.629732,up,200,0.081503,up,200,0.198114,up,200,0.137893,,,
2026-07-12T17:34:46Z,up,200,0.186426,up,200,0.537763,up,200,0.174011,up,200,0.206247,up,200,0.205418,,,
2026-07-12T18:32:43Z,up,200,0.209751,up,200,0.585674,up,200,0.182201,up,200,0.113700,up,200,0.197470,,,
2026-07-12T19:46:45Z,up,200,0.288223,up,200,0.718545,up,200,0.244765,up,200,0.218862,up,200,0.269256,,,
2026-07-12T20:31:54Z,up,200,0.324112,up,200,0.636371,up,200,0.186954,up,200,0.183960,up,200,0.234549,,,
2026-07-12T21:29:06Z,up,200,0.103795,up,200,0.431797,up,200,0.185110,up,200,0.115902,up,200,0.130162,,,
2026-07-12T22:26:33Z,up,200,0.170941,up,200,0.592989,up,200,0.075859,up,200,0.140860,up,200,0.222650,,,
2026-07-12T23:27:37Z,up,200,0.241795,up,200,0.590441,up,200,0.138319,up,200,0.159706,up,200,0.250756,,,
2026-07-13T01:06:39Z,up,200,0.224195,up,200,0.800014,up,200,0.183395,up,200,0.191423,up,200,0.247577,,,
2026-07-13T04:42:51Z,up,200,0.134866,up,200,0.709245,up,200,0.150883,up,200,0.148586,up,200,0.084396,,,
2026-07-13T07:56:32Z,up,200,0.093576,up,200,0.697946,up,200,0.097665,up,200,0.088981,up,200,0.100774,,,
2026-07-13T11:14:44Z,up,200,0.190108,up,200,0.646221,up,200,0.177576,up,200,0.190478,up,200,0.180587,,,
2026-07-13T13:31:01Z,up,200,0.208518,up,200,0.620810,up,200,0.202898,up,200,0.230865,up,200,0.190791,,,
2026-07-13T16:10:04Z,up,200,0.376937,up,200,0.678179,up,200,0.174165,up,200,0.258654,up,200,0.206598,,,
2026-07-13T18:06:23Z,up,200,0.208320,up,200,0.545129,up,200,0.137589,up,200,0.233332,up,200,0.231742,,,
